nomination_id;nomination_title;nomination_year;nomination_number;nomination_num_nominees;nomination_num_nominators;nomination_category_from_title;nomination_motivation;nomination_comments;other_information;nominator_1_name;nominator_1_id;nominator_1_gender;nominator_1_year_birth;nominator_1_year_death;nominator_1_profession;nominator_1_university;nominator_1_city;nominator_1_country;nominator_1_comments;nominator_1_awarded_prizes;nominee_1_name;nominee_1_id;nominee_1_gender;nominee_1_year_birth;nominee_1_year_death;nominee_1_profession;nominee_1_university;nominee_1_city;nominee_1_country;nominee_1_awarded_prizes;nominee_2_name;nominee_2_id;nominee_2_gender;nominee_2_year_birth;nominee_2_year_death;nominee_2_profession;nominee_2_university;nominee_2_city;nominee_2_country;nominee_2_awarded_prizes;nominee_3_name;nominee_3_id;nominee_3_gender;nominee_3_year_birth;nominee_3_year_death;nominee_3_profession;nominee_3_university;nominee_3_city;nominee_3_country;nominee_3_awarded_prizes;nominee_4_name;nominee_4_id;nominee_4_gender;nominee_4_year_birth;nominee_4_year_death;nominee_4_profession;nominee_4_university;nominee_4_city;nominee_4_country;nominee_4_awarded_prizes;nominee_5_name;nominee_5_id;nominee_5_gender;nominee_5_year_birth;nominee_5_year_death;nominee_5_profession;nominee_5_university;nominee_5_city;nominee_5_country;nominee_5_awarded_prizes;nominee_6_name;nominee_6_id;nominee_6_gender;nominee_6_year_birth;nominee_6_year_death;nominee_6_profession;nominee_6_university;nominee_6_city;nominee_6_country;nominee_6_awarded_prizes;nominee_7_name;nominee_7_id;nominee_7_gender;nominee_7_year_birth;nominee_7_year_death;nominee_7_profession;nominee_7_university;nominee_7_city;nominee_7_country;nominee_7_awarded_prizes;nominee_8_name;nominee_8_id;nominee_8_gender;nominee_8_year_birth;nominee_8_year_death;nominee_8_profession;nominee_8_university;nominee_8_city;nominee_8_country;nominee_8_awarded_prizes;nominee_9_name;nominee_9_id;nominee_9_gender;nominee_9_year_birth;nominee_9_year_death;nominee_9_profession;nominee_9_university;nominee_9_city;nominee_9_country;nominee_9_awarded_prizes
16554;Nomination for Nobel Prize in Literature;1956;31 - 0;1;1;Literature;;;;Pierre Legouis;12284;M;1892;1975;Professor of English;University of Lyon;Lyon;FRANCE (FR);;;Jean Schlumberger;8194;M;1877;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16555;Nomination for Nobel Prize in Literature;1956;32 - 0;1;1;Literature;;;;Pierre Legouis;12284;M;1892;1975;Professor of English;University of Lyon;Lyon;FRANCE (FR);;;Edward Morgan Forster;3128;M;1879;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16556;Nomination for Nobel Prize in Literature;1956;33 - 0;1;1;Literature;;;;Paul Renucci;12286;M;1915;1977;Professor of Italian Language and Literature;University of Strasbourg;Strasbourg;FRANCE (FR);;;Vasco Pratolini;12285;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16557;Nomination for Nobel Prize in Literature;1956;34 - 0;1;1;Literature;;;;René Etiemble;12288;M;;;Professor of French Language and Literature;University of Montpellier;Montpellier;FRANCE (FR);;;Jorge Luis Borges;12287;M;1899;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16558;Nomination for Nobel Prize in Literature;1956;35 - 0;1;1;Literature;;;;Walter Arthur Berendsohn;890;M;1884;1984;Former professor in History of Literature;University of Hamburg;Hamburg;GERMANY (DE);;;Lion Feuchtwanger;2974;M;1884;1958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16559;Nomination for Nobel Prize in Literature;1956;36 - 0;1;1;Literature;;;;Pierre Brachin;12289;M;;;Professor of Dutch language and literature;Sorbonne;;FRANCE (FR);;;Stijn (Frank) Streuvels (Lateur);8842;M;1871;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16560;Nomination for Nobel Prize in Literature;1956;37 - 0;1;1;Literature;;;;André Bonnard;12283;M;;;Professor of Greek language;University of Lausanne;Lausanne;FRANCE (FR);;;Bert Brecht;12290;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16561;Nomination for Nobel Prize in Literature;1956;38 - 0;1;1;Literature;;;;André Bonnard;12283;M;;;Professor of Greek language;University of Lausanne;Lausanne;FRANCE (FR);;;Melpo Axiotti;12291;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16562;Nomination for Nobel Prize in Literature;1956;39 - 0;1;1;Literature;;;;Maurice Boucher;12126;M;;;Professor of German Language and literature;Sorbonne;;FRANCE (FR);;;Jules Supervielle;12292;M;1884;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16563;Nomination for Nobel Prize in Literature;1956;40 - 0;1;1;Literature;;;;Maurice Boucher;12126;M;;;Professor of German Language and Literature;Sorbonne;;FRANCE (FR);;;Hans Carossa;1615;M;1878;1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16564;Nomination for Nobel Prize in Literature;1956;41 - 0;1;1;Literature;;;;Maurice Boucher;12126;M;;;Professor of German Language and Literature;Sorbonne;;FRANCE (FR);;;Ernst Jünger;12293;M;1895;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16565;Nomination for Nobel Prize in Literature;1956;42 - 0;1;1;Literature;;;;Antonio Iraizoz;12295;M;;;Member;Cuban Academy of Language (Academia Cubana de la lengua);;CUBA (CU);;;Armand Godoy;12294;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16566;Nomination for Nobel Prize in Literature;1956;43 - 0;1;1;Literature;;;;Marcel Raymond;7588;M;;;Professor of French literature;University of Geneva;Geneva;SWITZERLAND (CH);;;Giuseppe Ungaretti;12091;M;1888;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16567;Nomination for Nobel Prize in Literature;1956;44 - 0;1;1;Literature;;;nominator_1_State: MA;H Pfeiffer;12314;;;;Professor of Hebrew;Harvard University;Cambridge;UNITED STATES (US);;;Zalman Schneur;8220;M;1887;1959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16568;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16569;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16570;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16571;Nomination for Nobel Prize in Literature;1957;4 - 0;1;1;Literature;;;;Sylvère Monod;12318;M;1921;2006;Professor of new Anglo-Saxon language and literature;Caen University;;FRANCE (FR);;;Albert Camus;1572;M;1913;1960;;;;;Literature 1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16572;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16573;Nomination for Nobel Prize in Literature;1957;6 - 0;1;1;Literature;;;nominator_1_State: MA;Simon Rawidowicz;12319;M;;;Professor of Israeli culture;Brandeis University;Waltham;UNITED STATES (US);;;Zalman Schneur;8220;M;1887;1959;Poet and writer;;New York;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16574;Nomination for Nobel Prize in Literature;1957;7 - 0;1;1;Literature;;;;Maurice Boucher;12126;M;;;Professor of German Language;Sorbonne;;FRANCE (FR);;;Jules Supervielle;12292;M;1884;1960;French poet and writer;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16575;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16576;Nomination for Nobel Prize in Literature;1957;9 - 0;1;1;Literature;;;;R L Wagner;12322;;;;Professor of French-language history;Sorbonne;;FRANCE (FR);;;Samuel Beckett;12321;M;1906;1989;;;;;Literature 1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16577;Nomination for Nobel Prize in Literature;1957;10 - 0;1;1;Literature;;;;R L Wagner;12322;;;;Professor of French-language history;Sorbonne;;FRANCE (FR);;;Jean Giono;3460;M;1895;1970;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16578;Nomination for Nobel Prize in Literature;1957;11 - 0;1;1;Literature;;;;The PEN;12030;;;;;;Amsterdam;NETHERLANDS (NL);;;Simon Vestdijk;9633;M;1898;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16579;Nomination for Nobel Prize in Literature;1957;12 - 0;1;1;Literature;;;;Sigmund Skard;12027;M;1903;1995;Professor of American Literature;University of Oslo;Oslo;NORWAY (NO);;;Tarjei Vesaas;9629;M;1897;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16580;Nomination for Nobel Prize in Literature;1957;13 - 0;1;1;Literature;;;;The PEN;12030;;;;;;Dublin;IRELAND (IE);;;Lennox Robinson;12323;M;1886;1958;Dramatist, poet and theatre producer and director;;;IRELAND (IE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16581;Nomination for Nobel Prize in Literature;1957;14 - 0;1;1;Literature;;;;The PEN;12030;;;;;;Hong Kong;CHINA (CN);;;Hu Shih;4335;M;1891;1962;Philosopher, essayist and diplomat;;;CHINA (CN);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16582;Nomination for Nobel Prize in Literature;1957;15 - 0;1;1;Literature;;;;Charles Dédéyan;12324;M;1910;2003;Professor of Comparative Literature;Sorbonne;;FRANCE (FR);;;Gabriel Marcel;12281;M;1889;1973;Philosopher, playwright, music critic;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16583;Nomination for Nobel Prize in Literature;1957;16 - 0;1;1;Literature;;;nominator_1_State: NY;The PEN-Club;12156;;;;;;New York;UNITED STATES (US);;;Robert Frost;3248;M;1874;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16584;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16585;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16586;Nomination for Nobel Prize in Literature;1957;19 - 0;1;1;Literature;;;nominator_1_State: KS;Samson M Soloveitchik;12071;M;;;Professor of Russian culture;University of Missouri-Kansas City;;UNITED STATES (US);;;Mark Aldanov (Landau);356;M;1886;1957;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16587;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16588;Nomination for Nobel Prize in Literature;1957;21 - 0;1;1;Literature;;;nominator_1_State: NY;Oscar Cargill;12328;M;;;Professor of English;New York University;New York;UNITED STATES (US);;;Sean O´Casey;6933;M;1880;1964;Dramatist and memoirist;;;IRELAND (IE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16589;Nomination for Nobel Prize in Literature;1957;22 - 0;1;1;Literature;;;;Rolf Lagerborg;5148;M;;;Professor Emeritus of Philosophy;Åbo Academy University;;FINLAND (FI);;;Väinö Linna;12329;M;1920;1992;;;;FINLAND (FI);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16590;Nomination for Nobel Prize in Literature;1957;23 - 0;1;1;Literature;;;;Pierre-Henri Simon;12272;M;1903;1972;Professor of French literature;University of Fribourg;Fribourg;SWITZERLAND (CH);;;Gonzague de Reynold;12271;M;1880;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16591;Nomination for Nobel Prize in Literature;1957;24 - 0;1;1;Literature;;;;Wessén;12330;M;;;;;;;;;George Macauley Trevelyan;9345;M;1876;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16592;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16593;Nomination for Nobel Prize in Literature;1957;26 - 0;1;1;Literature;;;;Mario Praz;12332;M;1896;1982;Member;Lincean Academy (Accademia dei Lincei);;ITALY (IT);;;Carlo Levi;12331;M;1902;1975;Painter, writer, activist,;;Rome;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16594;Nomination for Nobel Prize in Literature;1957;27 - 0;1;1;Literature;;;;Gennaro Perrotta;12333;M;;;Professor of Greek literature;Rome;Rome;ITALY (IT);;;Alberto Moravia;6403;M;1907;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16595;Nomination for Nobel Prize in Literature;1957;28 - 0;1;1;Literature;;;;Gennaro Perrotta;12333;M;;;Professor of Greek literature;Rome;Rome;ITALY (IT);;;Ignazio Silone;8539;M;1900;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16596;Nomination for Nobel Prize in Literature;1957;29 - 0;1;1;Literature;;;;Serge Barrault;714;M;;;Former professor of French literature;University of Fribourg;Fribourg;SWITZERLAND (CH);;;Henriette Charasson;1724;F;1884;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16597;Nomination for Nobel Prize in Literature;1957;30 - 0;1;1;Literature;;;;Dag Hjalmar Agne Carl Hammarskjöld;3843;M;1905;1961;;;;;;;Saint-John Perse;12089;M;1887;1975;;;;;Literature 1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16598;Nomination for Nobel Prize in Literature;1957;31 - 0;1;1;Literature;;;;Eugen N Tigerstedt;9267;M;;;Professor of literature history;Stockholm University;Stockholm;SWEDEN (SE);;;Henry de Montherlant;13234;M;1895;1972;Essayist, novelist, and dramatist;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16599;;;-;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16600;Nomination for Nobel Prize in Literature;1957;33 - 0;1;1;Literature;;;;The Norwegian Authors Union;12138;;;;;;;NORWAY (NO);;;Johan Falkberget;2906;M;1879;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16601;Nomination for Nobel Prize in Literature;1957;34 - 0;1;1;Literature;;;;Pierre Costil;12336;M;;;Professor of Greek Language and Literature;Caen University;;FRANCE (FR);;;Valery Larbaud;12335;M;1881;1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16602;Nomination for Nobel Prize in Literature;1957;35 - 0;1;1;Literature;;;;Jacques Scherer;12338;M;1912;1997;Professor of French Language and Literature;Sorbonne;;FRANCE (FR);;;Jean-Paul Sartre;12337;M;1905;1980;Philosopher, playwright, novelist;;Paris;FRANCE (FR);Literature 1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16603;Nomination for Nobel Prize in Literature;1957;36 - 0;1;1;Literature;;;;Sven Clausen;12340;M;;;Chairman of the Danish PEN-Club;;;DENMARK (DK);;;Knuth Becker;12339;M;1891;1974;Writer;;;DENMARK (DK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16604;Nomination for Nobel Prize in Literature;1957;37 - 0;1;1;Literature;;;;J B Fort;12342;;;;Professor of English Language and Literature;Sorbonne;;FRANCE (FR);;;André Chamson;12341;M;1900;1983;Novelist and essayist;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16605;Nomination for Nobel Prize in Literature;1957;38 - 0;1;1;Literature;;;;André Plassart;12125;M;;;Professor of Greek Language and Literature;Sorbonne;;FRANCE (FR);;;Georges Duhamel;2581;M;1884;1966;Writer;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16606;Nomination for Nobel Prize in Literature;1957;39 - 0;1;1;Literature;;;;Academy of the Arts, Poetry Department;12358;;;;;;Berlin;GERMANY (DE);;;Gertrud von le Fort;12343;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16607;Nomination for Nobel Prize in Literature;1957;40 - 0;1;1;Literature;;;;Ernesto Koliqi;12345;M;;;Professor of Albanian literature;Rome;Rome;ITALY (IT);;;Mircea Eliade;12344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16608;Nomination for Nobel Prize in Literature;1957;41 - 0;1;1;Literature;;;;Viktor Klemperer;12094;M;;;Professor of Romance Philology;Berlin;Berlin;GERMANY (DE);;;Lion Feuchtwanger;2974;M;1884;1958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16609;Nomination for Nobel Prize in Literature;1957;42 - 0;1;1;Literature;;;;Kasimir Edschmid;12347;M;;;Vice chairman;German Academy for Language and Poetry;Darmstadt;GERMANY (DE);;;Frank Thiess;12346;M;1890;1977;Writer;;;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
