nomination_id;nomination_title;nomination_year;nomination_number;nomination_num_nominees;nomination_num_nominators;nomination_category_from_title;nomination_motivation;nomination_comments;other_information;nominator_1_name;nominator_1_id;nominator_1_gender;nominator_1_year_birth;nominator_1_year_death;nominator_1_profession;nominator_1_university;nominator_1_city;nominator_1_country;nominator_1_comments;nominator_1_awarded_prizes;nominee_1_name;nominee_1_id;nominee_1_gender;nominee_1_year_birth;nominee_1_year_death;nominee_1_profession;nominee_1_university;nominee_1_city;nominee_1_country;nominee_1_awarded_prizes;nominee_2_name;nominee_2_id;nominee_2_gender;nominee_2_year_birth;nominee_2_year_death;nominee_2_profession;nominee_2_university;nominee_2_city;nominee_2_country;nominee_2_awarded_prizes;nominee_3_name;nominee_3_id;nominee_3_gender;nominee_3_year_birth;nominee_3_year_death;nominee_3_profession;nominee_3_university;nominee_3_city;nominee_3_country;nominee_3_awarded_prizes;nominee_4_name;nominee_4_id;nominee_4_gender;nominee_4_year_birth;nominee_4_year_death;nominee_4_profession;nominee_4_university;nominee_4_city;nominee_4_country;nominee_4_awarded_prizes;nominee_5_name;nominee_5_id;nominee_5_gender;nominee_5_year_birth;nominee_5_year_death;nominee_5_profession;nominee_5_university;nominee_5_city;nominee_5_country;nominee_5_awarded_prizes;nominee_6_name;nominee_6_id;nominee_6_gender;nominee_6_year_birth;nominee_6_year_death;nominee_6_profession;nominee_6_university;nominee_6_city;nominee_6_country;nominee_6_awarded_prizes;nominee_7_name;nominee_7_id;nominee_7_gender;nominee_7_year_birth;nominee_7_year_death;nominee_7_profession;nominee_7_university;nominee_7_city;nominee_7_country;nominee_7_awarded_prizes;nominee_8_name;nominee_8_id;nominee_8_gender;nominee_8_year_birth;nominee_8_year_death;nominee_8_profession;nominee_8_university;nominee_8_city;nominee_8_country;nominee_8_awarded_prizes;nominee_9_name;nominee_9_id;nominee_9_gender;nominee_9_year_birth;nominee_9_year_death;nominee_9_profession;nominee_9_university;nominee_9_city;nominee_9_country;nominee_9_awarded_prizes
3607;Nomination for Nobel Peace Prize;1945;10 - 2;2;1;Peace;;;nominee_2_Motivation: The Red Cross was nominated for its efforts to further solidarity, brotherhood and humanity through its work for injured soldiers and prisoners of war.;Martin Tranmæl (Tranmal);9329;M;;;Editor. Member of the Norwegian Nobel Committee (1938-1963).;;Oslo;NORWAY (NO);;;The Norwegian Committee of the Red Cross;9164;;;;National branch of the International Committee of the Red Cross;;Oslo;NORWAY (NO);;The International Committee of the Red Cross;9141;;;;NGO aimed at aiding victims of war and ensuring observance of humanitarian law;;Geneva;SWITZERLAND (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3608;Nomination for Nobel Peace Prize;1948;10 - 2;1;1;Peace;;;nominee_1_Motivation: Milhaud was nominated for his works on international political economy.;Vespasian V Pella;7086;M;;;Professor of Law;University of Bucharest;Bucharest;ROMANIA (RO);;;Edgar Milhaud;6278;M;1873;;Political economist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3609;Nomination for Nobel Peace Prize;1949;10 - 2;1;1;Peace;;;nominee_1_Motivation: Montessori furthered international understanding through her educational work.;Viscount Lambert;9674;M;;;Member of the British parliament (House of Lords);;London;UNITED KINGDOM (GB);;;Maria Montessori;6383;F;1870;1952;Educator. Inventor of the Montessori Educational System;Rome;Rome;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3610;Nomination for Nobel Peace Prize;1956;10 - 2;1;1;Peace;;;nominee_1_Motivation: He has discovered the fundamentals of Peace amongst various races whose Creeds differ, namely - accepting the One Harmonizing Fact of One Great Spirit.;Alceste Barba;687;M;;;Professor;Universita Internazionale degli studi professionale;Rome;ITALY (IT);;;Earl Anglin James;4536;M;;;Canadian philatropist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3611;Nomination for Nobel Prize in Literature;1901;10 - 3;1;1;Literature;;;"nominee_1_Motivation: ""Oeuvres"" ('Works'), 1865-1888, 5 volumes. ""Que sais-je? Examen de conscience""('What do I know? Examining our conscience'), 1896. ""Testament poétique"" ('Poetic testament'), 1901.";Michel Bréal;1307;M;;;Professor of College of France (Collège de France);;Paris;FRANCE (FR);;;Sully (René) F Prudhomme;7470;M;1839;1907;Poet;French Academy (Académie Française);Paris;FRANCE (FR);Literature 1901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3612;Nomination for Nobel Prize in Literature;1903;10 - 3;1;1;Literature;;;"nominee_1_Motivation: ""The Epic of Hades and other poems"".";Thomas Herbert Warren;9995;M;;;President;Magdalen College;Oxford;UNITED KINGDOM (GB);;;Lewis Morris;6444;M;1833;1907;Poet;;Carmarthen;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3613;Nomination for Nobel Prize in Literature;1907;10 - 3;1;1;Literature;;;;Nicolaos D Levidis;5430;M;;;Author, chairman of the Greek parliament;;Athens;GREECE (GR);;;Georgios Souris;8678;M;1852;1919;Poet;;Chania (Canea), Crete;GREECE (GR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3614;Nomination for Nobel Prize in Literature;1912;10 - 3;1;1;Literature;;;;René Bazin;781;M;1853;1932;Author;French Academy (Académie Française);Paris;FRANCE (FR);;;Pierre (Louis M) Loti (Viaud);5648;M;1850;1923;Author;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3615;Nomination for Nobel Prize in Literature;1932;10 - 3;1;1;Literature;;;;Tor E Karsten;4721;M;;;Professor, philologist, member of Finnish Society of Sciences and Letters;Finnish Society of Sciences and Letters;Helsinki;FINLAND (FI);;;Frans E Sillanpää;8537;M;1888;1964;Author;;;FINLAND (FI);Literature 1939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3616;Nomination for Nobel Peace Prize;1905;10 - 3;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";C F Gabba;3288;M;;;Senator;;;ITALY (IT);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3617;Nomination for Nobel Peace Prize;1907;10 - 3;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";17 members of the Italian parliament;;;;;Members of parliament;;;ITALY (IT);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3618;Nomination for Nobel Peace Prize;1908;10 - 3;1;1;Peace;;;nominee_1_Motivation: D'Estournelles represented France at The Hague Peace Conference in 1899. He attempted to get acceptance for the principle of compulsory arbitration, but this was not possible. After the conference he strongly promoted the Permanent Court of Arbitration, and he founded the French Groupe de l'Arbitrage in 1903. D'Estournelles advocated Franco-German conciliation and wanted a European federation. In 1905 he founded Conciliation Internationale, a network of peace workers aimed at influencing public opinion. At the second conference at The Hague in 1907, d'Estournelles continued his work to strengthen international arbitration.;Léon Victor Auguste Bourgeois;1233;M;1851;1925;Member of the French parliament (Senate). Member of the Permanent Court of Arbitration at The Hague.;;Paris;FRANCE (FR);Full name: Paul Henri Benjamin Balluet, Baron d'Estournelles de Constant de Rébecque.;;Paul Henri Benjamin Balluet d`Estournelles de Constant (Baron de Constant de Rébecque);2086;M;1852;1924;Former diplomat. Member of the French parliament. Member of the Permanent Court of Arbitration at The Hague.;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3619;Nomination for Nobel Peace Prize;1910;10 - 3;1;1;Peace;;;"nominee_1_Motivation: Fried founded the journal ""Die Waffen Nieder"" in 1891, and he established the German Peace Society (Deutsche Friedensgesellschaft) in 1892. He also published ""Monatliche Friedenskorrespondenz"" and edited ""Die Friedenswarte"". Fried promoted international law, pacifism and disarmament, and he worked closely with Bertha von Suttner. Author of the books ""Pan-Amerika"" and ""Der Kaiser und der Weltfrieden"".";Theodor Niemeyer;6691;M;;;Professor;;Kiel;GERMANY (DE);;;Alfred Hermann Fried;3227;M;1864;1921;Editor and journalist. Member of the Commission of the Permanent International Peace Bureau.;;Vienna;AUSTRIA (AT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3620;Nomination for Nobel Peace Prize;1919;10 - 3;1;1;Peace;;;"nominee_1_State: DC | nominee_1_Motivation: Wilson advocated international law and arbitration. In January 1917 he had made an unsuccessful attempt to persuade the belligerents to end the war, calling for a ""peace without victory"". After the USA had entered the war, Wilson outlined his view on a post-war settlement through his ""Fourteen points"". These became the guiding principles for the Paris Peace Conference (1919-20), and included the establishment of the League of Nations. However, Wilson failed to obtain ratification of the Treaty of Versailles, and the USA did not join the League of Nations.";The Faculty of Law at the University of Naples;9117;;;;Professors and scholars of Law;Naples;Naples;ITALY (IT);;;Thomas Woodrow Wilson;10230;M;1856;1924;President (1913-1921).;;Washington, DC;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3621;Nomination for Nobel Peace Prize;1928;10 - 3;1;1;Peace;;;;Eugen Schwiedland;8291;M;;;Professor of Political Economy;Vienna;Vienna;AUSTRIA (AT);;;Auguste-Henri Forel;3112;M;1848;1931;Natural scientist (neuroanatomist, psychiatrist and entomologist);University of Zurich;Zurich;SWITZERLAND (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3622;Nomination for Nobel Peace Prize;1931;10 - 3;1;1;Peace;;;nominee_1_Motivation: Clémentel was nominated for his contribution to the establishment of the International Chamber of Commerce, and for being an advocate of peace, pacifism and international understanding.;M Manoilesco;5873;M;;;Member of the Romanian government;;;ROMANIA (RO);;;Étienne Clémentel;1840;M;1864;1936;Jurist and politician;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3623;Nomination for Nobel Peace Prize;1939;10 - 3;1;1;Peace;;;"nominee_1_Motivation: Hull was nominated for his efforts to improve relations between the USA and Latin America. He encouraged détente and a spirit of peace on the American continent through his Pan-American policy, the so-called ""Good Neighbor Policy"". Hull also made efforts to establish a liberal economic policy and to remove international trade restrictions.";Luis Lopez de Mesa;2271;M;;;Foreign Minister;;Bogotá;COLOMBIA (CO);;;Cordell Hull;4368;M;1871;1955;Secretary of State (1933-44).;;Washington, DC;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3624;Nomination for Nobel Peace Prize;1948;10 - 3;1;1;Peace;;;nominee_1_Motivation: Milhaud was nominated for his works on international political economy.;11 professors at the University of Geneva;;;;;Professors;University of Geneva;Geneva;SWITZERLAND (CH);;;Edgar Milhaud;6278;M;1873;;Political economist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3625;Nomination for Nobel Peace Prize;1949;10 - 3;1;1;Peace;;;nominee_1_Motivation: Montessori furthered international understanding through her educational work.;Helena Stellway;8769;F;;;Professor of Philosophy;Utrecht University;Utrecht;NETHERLANDS (NL);;;Maria Montessori;6383;F;1870;1952;Educator. Inventor of the Montessori Educational System;Rome;Rome;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3626;Nomination for Nobel Prize in Literature;1901;10 - 4;1;1;Literature;;;"nominee_1_Motivation: ""Oeuvres"" ('Works'), 1865-1888, 5 volumes. ""Que sais-je? Examen de conscience""('What do I know? Examining our conscience'), 1896. ""Testament poétique"" ('Poetic testament'), 1901.";Per A Geijer;3377;M;;;Professor of new modern European linguistics and literature;Uppsala University;Uppsala;SWEDEN (SE);;;Sully (René) F Prudhomme;7470;M;1839;1907;Poet;French Academy (Académie Française);Paris;FRANCE (FR);Literature 1901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3627;Nomination for Nobel Peace Prize;1905;10 - 4;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";Emilio Brusa;1405;M;;;Professor of Law;;;ITALY (IT);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3628;Nomination for Nobel Peace Prize;1907;10 - 4;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";62 members of the Italian parliament;;;;;Members of parliament;;;ITALY (IT);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3629;Nomination for Nobel Peace Prize;1908;10 - 4;1;1;Peace;;;nominee_1_Motivation: D'Estournelles represented France at The Hague Peace Conference in 1899. He attempted to get acceptance for the principle of compulsory arbitration, but this was not possible. After the conference he strongly promoted the Permanent Court of Arbitration, and he founded the French Groupe de l'Arbitrage in 1903. D'Estournelles advocated Franco-German conciliation and wanted a European federation. In 1905 he founded Conciliation Internationale, a network of peace workers aimed at influencing public opinion. At the second conference at The Hague in 1907, d'Estournelles continued his work to strengthen international arbitration.;Heinrich Lammasch;5187;M;1853;1920;Professor of Law. Member of the Permanent Court of Arbitration at The Hague.;Vienna;Vienna;AUSTRIA (AT);;;Paul Henri Benjamin Balluet d`Estournelles de Constant (Baron de Constant de Rébecque);2086;M;1852;1924;Former diplomat. Member of the French parliament. Member of the Permanent Court of Arbitration at The Hague.;;Paris;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3630;Nomination for Nobel Peace Prize;1910;10 - 4;1;1;Peace;;;"nominee_1_Motivation: Fried founded the journal ""Die Waffen Nieder"" in 1891, and he established the German Peace Society (Deutsche Friedensgesellschaft) in 1892. He also published ""Monatliche Friedenskorrespondenz"" and edited ""Die Friedenswarte"". Fried promoted international law, pacifism and disarmament, and he worked closely with Bertha von Suttner. Author of the books ""Pan-Amerika"" and ""Der Kaiser und der Weltfrieden"".";Hermann Rehm;7622;M;;;Professor;University of Strasbourg;Strasbourg;FRANCE (FR);;;Alfred Hermann Fried;3227;M;1864;1921;Editor and journalist. Member of the Commission of the Permanent International Peace Bureau.;;Vienna;AUSTRIA (AT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3631;Nomination for Nobel Peace Prize;1919;10 - 4;1;1;Peace;;;"nominee_1_State: DC | nominee_1_Motivation: Wilson advocated international law and arbitration. In January 1917 he had made an unsuccessful attempt to persuade the belligerents to end the war, calling for a ""peace without victory"". After the USA had entered the war, Wilson outlined his view on a post-war settlement through his ""Fourteen points"". These became the guiding principles for the Paris Peace Conference (1919-20), and included the establishment of the League of Nations. However, Wilson failed to obtain ratification of the Treaty of Versailles, and the USA did not join the League of Nations.";Lassa Francis Lawrence Oppenheim;6872;M;;;Professor of International Law. Member of the Institute of International Law.;University of Cambridge;Cambridge;UNITED KINGDOM (GB);;;Thomas Woodrow Wilson;10230;M;1856;1924;President (1913-1921).;;Washington, DC;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3632;Nomination for Nobel Peace Prize;1928;10 - 4;1;1;Peace;;;;Members of the Czechoslovakian parliament;6134;;;;Members of parliament;;Prague;CZECHOSLOVAKIA (CZ);;;Auguste-Henri Forel;3112;M;1848;1931;Natural scientist (neuroanatomist, psychiatrist and entomologist);University of Zurich;Zurich;SWITZERLAND (CH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3633;Nomination for Nobel Peace Prize;1931;10 - 4;1;1;Peace;;;nominee_1_Motivation: Clémentel was nominated for his contribution to the establishment of the International Chamber of Commerce, and for being an advocate of peace, pacifism and international understanding.;Stodola;8804;M;;;Member of the Czechoslovakian parliament;;Prague;CZECHOSLOVAKIA (CZ);;;Étienne Clémentel;1840;M;1864;1936;Jurist and politician;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3634;Nomination for Nobel Peace Prize;1939;10 - 4;1;1;Peace;;;"nominee_1_Motivation: Hull was nominated for his efforts to improve relations between the USA and Latin America. He encouraged détente and a spirit of peace on the American continent through his Pan-American policy, the so-called ""Good Neighbor Policy"". Hull also made efforts to establish a liberal economic policy and to remove international trade restrictions.";Carlos Concha;1921;M;;;Foreign Minister;;Lima;PERU (PE);;;Cordell Hull;4368;M;1871;1955;Secretary of State (1933-44).;;Washington, DC;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3635;Nomination for Nobel Peace Prize;1948;10 - 4;1;1;Peace;;;nominee_1_Motivation: Milhaud was nominated for his works on international political economy.;5 professors at the University of Toulouse (C. Bastide);;M;;;Professors of Philosophy/ History;Toulouse;Toulouse;FRANCE (FR);;;Edgar Milhaud;6278;M;1873;;Political economist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3636;Nomination for Nobel Peace Prize;1949;10 - 4;1;1;Peace;;;nominee_1_Motivation: Montessori furthered international understanding through her educational work.;M J Langved;5230;M;;;Professor of Philosophy;Utrecht University;Utrecht;NETHERLANDS (NL);;;Maria Montessori;6383;F;1870;1952;Educator. Inventor of the Montessori Educational System;Rome;Rome;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3637;Nomination for Nobel Peace Prize;1905;10 - 5;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";Edoardo Giretti;3468;M;1864;1940;Professor. Member of the Commission of the Permanent International Peace Bureau;;;ITALY (IT);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3638;Nomination for Nobel Peace Prize;1907;10 - 5;1;1;Peace;;;"nominee_1_Motivation: Moneta became active in the peace movement in 1870. In 1878 he helped establish the League of Liberty, Brotherhood and Peace in Milan. In 1887 he helped to found the Society for International Peace and Justice, and the Lombard Union for International Peace and Understanding, of which he became president. Moneta regularly attended international peace congresses, and from 1895 onwards he was a member of the Permanent Interntional Peace Bureau. He actively worked to establish better understanding between countries on the verge of conflict, especially through arbitration. He was also editor of the journal ""La Vita Internazionale"".";Felix Stone Moscheles;6455;M;1833;1917;Member of the Commission of the Permanent International Peace Bureau.;;;UNITED KINGDOM (GB);;;Ernesto Teodoro Moneta;6368;M;1833;1918;Editor and journalist. President of the Lombard League of Peace/ leader of the Italian peace movement.;;Milan;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
